,churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,document_score,magnitude,max_score,min_score,mean_score,std_score,max_weighted_score,min_weighted_score,mean_weighted_score,std_weighted_score
3116,no,"Customer: I've been using the phone service for about 1 1/2 years. I've had a regular phone plan. I have always used text messaging only and I'm talking on the device with the data going over my high speed data. I'm looking to switch to a full data plan.
TelCom Agent: Yea, that makes sense. Can you please give me your name and phone number so we can start by getting you upgraded?
Customer: Sure, my name is John and it's 6442680102.
TelCom Agent: Great, so when did you purchase your phone?
Customer: I",FL,106,area_code_408,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,0.0,1.600000023841858,0.20000000298023224,-0.30000001192092896,-0.04444444593456057,0.1571348439515265,0.040000001192092904,-0.09000000715255752,-0.00888888965050381,0.03725123466779262
3117,no,,VT,126,area_code_415,no,no,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,,,,,,,,,,
3118,no,"Customer: I'm not sure. We already have a data plan with TelCom and we really like the data which we get to keep. Do you have any plans to change our data plan?
TelCom Agent: Is there anything else we can do to help you?
Customer: I would like to upgrade my voice plan and I already have a voice plan with TelCom so I don't think that would be necessary.
TelCom Agent: Glad to hear that Michael, that's what I'm here for. Please fill out the new service contract form on the top of this page and then mail it along with your payment to the",CO,125,area_code_415,no,no,0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,0.0,2.9000000953674316,0.800000011920929,-0.5,0.08571428805589676,0.4852939417029145,0.6400000190734865,-0.25,0.12285714758293974,0.3384297562429108
3119,no,,MS,38,area_code_415,no,no,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,,,,,,,,,,
3120,no,"Customer: Uh, well I'm not sure which one I would go with. Um, the speeds I am receiving right now are adequate for me, I'm not sure what the upgrade would be for.
TelCom Agent: So we can help you with that then?
Customer: So, in the realm of things.
TelCom Agent: Thank you, William. And I apologize for the inconvenience, but I assumed the upgrade would be on an unlimited basis, that is fine too I guess.
Customer: Oh no, I'm getting unlimited, I really appreciate you helping me with this, I really appreciate you. Thank",SD,34,area_code_408,no,no,0,180.6,65,30.7,280.4,99,23.83,292.4,105,13.16,5.0,3,1.35,1,0.10000000149011612,3.200000047683716,0.800000011920929,-0.30000001192092896,0.16250000055879354,0.39980464371227675,0.6400000190734865,-0.09000000715255752,0.14125000085681683,0.2543834483071814
3121,no,"Customer: I have noticed that my data has been slower in the past two weeks, and I would like to get new speed.
TelCom Agent: O, that's great Merri. I can arrange a time when we can upgrade your service to 4G LTE. The one thing just to let you know is that if you cancel your contract in the next three months, I will charge you for this service.
Customer: Can I get $200 to sign this new contract instead of $100?
TelCom Agent: Sure, you can get a $100 off your first phone bill to pay for this phone",NC,129,area_code_415,no,no,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,-0.10000000149011612,2.4000000953674316,0.5,-0.800000011920929,-0.14999999975164732,0.4573474250372548,0.25,-0.6400000190734865,-0.1450000003476938,0.3125566635186656
3122,no,"Customer: Oh, well I guess Voice. I have been very happy with the service I've received from TelCom and it's just easier to do that now.
TelCom Agent: Which service do you need upgraded to?
Customer: Right now I have Voice and text
TelCom Agent: Do you have any other reason for choosing TelCom?
Customer: Yeah I have a complaint with one of the carriers but it has nothing to do with them. I have been very satisfied with TelCom and I would like to upgrade my service.
TelCom Agent: How soon can you do that?
Customer: I would",AL,16,area_code_415,no,no,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,0.0,3.299999952316284,0.800000011920929,-0.800000011920929,-9.313225746154785e-10,0.4716990626444939,0.6400000190734865,-0.6400000190734865,0.009999999366700645,0.3372313839658218
3123,no,,WV,114,area_code_510,no,yes,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,,,,,,,,,,
3124,no,"Customer: SamSMS, Voice, Text and Data is what I would like to upgrade to.
TelCom Agent: Okay, we'll upgrade to SamSMS. What do you have in mind?
Customer: So, why go for SMS?
TelCom Agent: (Laughter) That's a really good question. Send me a picture to show me what I need to do.
Customer: (Take picture) Okay, (Picture Sent) Sure. That's all I'm looking for is Tom Cruise's cellos. I'll send it to you.
TelCom Agent: Okay, we'll upgrade to",NC,72,area_code_415,no,no,0,196.5,88,33.41,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,0,0.0,2.0,0.5,-0.6000000238418579,-0.020000002533197402,0.2521904099070821,0.25,-0.36000002861023006,-0.01200000289082533,0.13818828456980342
3125,yes,"Customer: Well I have been getting slow speed for a while now. And it's really annoying me.
TelCom Agent: Oh, yes, we do have a problem with the speed for some of our customers due to a high amount of data usage. Well I can tell you that we have fixed that problem. Can I ask do you still have the contract?
Customer: Yeah, I'm sorry to hear that Robert. I think it was about a year ago that I was supposed to get a new phone and the only phone I was able to get was the Samsung Galaxy S3.
TelCom Agent: Yeah, that is the phone you had. How do you know",MD,111,area_code_510,no,no,0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12.0,2,3.24,5,-0.4000000059604645,4.5,0.10000000149011612,-0.800000011920929,-0.42222222768598133,0.3705184942481132,0.010000000298023226,-0.6400000190734865,-0.3133333418435521,0.30140413063535715
3126,yes,"Customer: Well, the service is very slow and very unpredictable. I've tried several times to get a telcom agent to resolve the issue, but it always seems like they just don't get back to me. I don't feel like I've been treated fairly.
TelCom Agent: Okay, Joan, how do I help you today?
Customer: Well, the speed is good, but there's a lot of downtime on the weekends when they're doing maintenance. Also, during all of the times that I've tried to call them, they don't respond to my calls.
TelCom Agent: Okay, well let's look at these house numbers just to make sure that",KS,126,area_code_408,no,no,0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8.0,4,2.16,1,-0.4000000059604645,3.4000000953674316,0.0,-0.800000011920929,-0.4428571505205972,0.33745748489271704,0.0,-0.6400000190734865,-0.3100000098773412,0.29027081768284374
3127,no,"Customer: I'm not sure but I don't know if it's voice.
TelCom Agent: I'm sorry I can't help with that right now but can you please tell me the date on which you plan to upgrade to the speed tier you would like to increase to?
Customer: I'm not sure which one. I think it might be voice.
TelCom Agent: Okay, well, can you please tell me when you plan to increase your speed tier?
Customer: Okay. I don't even know what type of speed tier I want to increase to, but if it is voice I want to increase it to",CT,63,area_code_408,no,yes,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,-0.10000000149011612,1.600000023841858,0.10000000149011612,-0.5,-0.1285714294229235,0.22497165513825906,0.010000000298023226,-0.25,-0.06142857219491687,0.09523333394489895
3128,no,,TN,72,area_code_408,no,no,0,147.0,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,,,,,,,,,,
3129,no,"Customer: Yes, I'm after upgrading my voice line to landline. I want to go from 220 to 441.
TelCom Agent: OK Robert, we will have to check with our communications team to see if we can upgrade to that service.
Customer: Thank you.",NE,154,area_code_415,no,no,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,0.0,1.0,0.6000000238418579,-0.30000001192092896,0.07500000298023224,0.3269174337560817,0.36000002861023006,-0.09000000715255752,0.06750000536441814,0.17282579306200288
3130,no,"Customer: With a data connection for $50 a month I would like my account to be at least unlimited.
TelCom Agent: Okay, I appreciate that. I would like to get back to you with the details for your upgrade.
Customer: I am sorry, I was thinking that I would like to upgrade my account to $50 a month with unlimited data.
TelCom Agent: Okay Michael I will get back to you with the details for your upgrade. Make sure you are on the correct service plan.
Customer: I will be very appreciated. Thank you.
TelCom Agent: Okay, I will be right back",ND,94,area_code_408,no,no,0,174.0,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,0.10000000149011612,4.199999809265137,0.800000011920929,-0.699999988079071,0.1666666716337204,0.5011098824509705,0.6400000190734865,-0.4899999833106996,0.15666667481263483,0.372886642607777
3131,no,,ID,139,area_code_408,no,no,0,187.4,86,31.86,169.3,116,14.39,153.4,88,6.9,11.7,3,3.16,1,,,,,,,,,,
3132,yes,,MN,113,area_code_408,no,no,0,198.6,115,33.76,258.0,106,21.93,245.8,104,11.06,10.2,6,2.75,1,,,,,,,,,,
3133,no,"Customer: I'm not sure what you mean by data.
TelCom Agent: Okay, well the next step for you is to call the NBN Co Help Line and make a request for a re-costed plan upgrade.
Customer: Okay, that's fine. I'm calling Telcom now.
TelCom Agent: Do you have any questions?
Customer: Yes, I'm just wondering what the re-costed plan options are for data?
TelCom Agent: Well, if you want to re-price your initial plan, you can call the NBN Co Help Line and request re-pricing. They",UT,91,area_code_510,no,no,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,-0.10000000149011612,1.7000000476837158,0.20000000298023224,-0.6000000238418579,-0.11250000353902578,0.22043990851088124,0.040000001192092904,-0.36000002861023006,-0.051250003762543274,0.11910474266698179
3134,no,,TN,103,area_code_415,no,no,0,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,,,,,,,,,,
3135,no,,NC,128,area_code_510,no,no,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1,,,,,,,,,,
3136,no,"Customer: I would like to upgrade from Voice to Text.
TelCom Agent: Okay. But you can upgrade over any two years, so would you be interested in upgrading to Fixed wireless or fixed Internet services?
Customer: I'm interested in your fixed services.
TelCom Agent: Okay. Thank you. You're through to TelCom and I would be glad to help you out.
Customer: Thank you very much. TelCom, how can I be of further assistance?
TelCom Agent: Sure. I can refer you to the service center for help with your request.
Customer: Okay.",HI,105,area_code_510,no,no,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,0.20000000298023224,4.400000095367432,0.800000011920929,-0.4000000059604645,0.17500000012417635,0.38971143575764877,0.6400000190734865,-0.16000000476837162,0.1341666676849127,0.27133799633502864
3137,no,,NC,83,area_code_510,no,yes,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,,,,,,,,,,
3138,no,"Customer: I'm trying to upgrade my contract today, so I want to upgrade my voice and text service to internet. I'm wondering what exceptions I have to make to get the internet service and how long do I have to do this?
TelCom Agent: Glad to hear you're happy with the service TelCom has provided Michelle. Could you please provide me with the following information:
What is your current service level?
What is your current wireless phone number (not E911)?
Would you like your current account number to remain the same?
What is your current household size?
What is your current fax number?
",VA,172,area_code_510,no,no,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2,0.0,1.7000000476837158,0.8999999761581421,-0.30000001192092896,0.0374999949708581,0.33888603691889707,0.8099999570846563,-0.09000000715255752,0.08624999362975366,0.27499714557005556
3139,no,"Customer: Voicemail. I would like to hear my voicemail.
TelCom Agent: Yes you do, and what do you see as the lowest price for that upgrade?
Customer: Oh, I would like to see what's the minimum number of months that it's going to be available for before I decide to move on from there. I don't have a hard and fast rule like that yet, but we're still discussing prices with the store.
TelCom Agent: Excellent, and what do you see as the most expensive pricing right now if we just take out the data portion of the deal?
Customer:",OR,102,area_code_415,no,yes,25,187.5,105,31.88,272.3,88,23.15,216.4,91,9.74,11.7,2,3.16,2,0.0,1.399999976158142,0.20000000298023224,-0.5,-0.10000000042574746,0.20000000085149494,0.040000001192092904,-0.25,-0.03857142865657807,0.08903106555931503
3140,no,"Customer: I have already contacted TelCom regarding my upgrade and they sent me an upgrade request form.
TelCom Agent: Great! I will need you to log into your account and when you've done that please provide me with the details of your upgrade request.
Customer: Okay, I'm logging into my account now. So here's what I want to do. I would like to upgrade to 20 free minutes of calling per month.
TelCom Agent: That's great Elizabeth. And why don't you let me know when you do this upgrade the last time?
Customer: Well it's not that easy to tell you when",NY,86,area_code_510,no,no,0,70.7,125,12.02,211.0,113,17.94,174.6,107,7.86,0.0,0,0.0,2,0.0,4.300000190734863,0.8999999761581421,-0.699999988079071,0.04444443848397997,0.5314782512614384,0.8099999570846563,-0.4899999833106996,0.05999999152289496,0.38320286606540044
